participant_id,itemid,itemtype,answer,correct,answer_which,message,target,competitor,distractor,presentation_order,answer_order,trialid,item_fewer_cats,targetpos,study
14,55,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"gm_rh, ro_bh, gm_bh",1,11,filler unambiguous,1,pilot
14,56,filler type b,gm_rh,1,target,gm,gm_rh,ro_bh,pm_bh,"ro_bh, pm_bh, gm_rh",3,28,filler unambiguous,3,pilot
14,57,target complex,pm_rh,1,target,pm,pm_rh,pm_bh,ro_rh,"pm_rh, pm_bh, ro_rh",1,41,target complex,1,pilot
14,58,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_sc,"gm_sc, pm_rh, pm_rh",2,2,filler ambiguous,3,pilot
14,59,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_bh, pm_sc, gm_rh",2,6,target simple,2,pilot
14,60,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"pm_bh, pm_sc, gm_bh",3,13,filler unambiguous,3,pilot
14,61,filler type c,pm_rh,1,target,pm,pm_rh,gm_rh,gm_sc,"gm_sc, gm_rh, pm_rh",3,56,filler unambiguous,3,pilot
14,62,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"ro_rh, pm_bh, pm_rh",2,31,filler unambiguous,2,pilot
14,63,target complex,gm_bh,1,target,gm,gm_bh,gm_rh,ro_bh,"gm_bh, ro_bh, gm_rh",1,39,target complex,1,pilot
14,64,filler type a,gm_rh,1,target,gm,gm_rh,ro_rh,pm_bh,"ro_rh, gm_rh, pm_bh",2,40,filler unambiguous,2,pilot
14,65,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"gm_rh, ro_rh, gm_bh",3,44,filler unambiguous,3,pilot
14,66,filler unambiguous,gm_bh,1,target,gm,gm_bh,ro_sc,pm_rh,"ro_sc, gm_bh, pm_rh",2,5,filler unambiguous,2,pilot
14,30,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_bh, gm_rh, pm_sc",3,7,target simple,3,pilot
14,31,filler ambiguous,pm_rh,0,competitor,pm,pm_rh,pm_rh,gm_bh,"gm_bh, pm_rh, pm_rh",2,26,filler ambiguous,3,pilot
14,32,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"pm_bh, pm_rh, ro_rh",1,18,filler unambiguous,1,pilot
14,33,target simple,gm_sc,1,target,gm,gm_sc,gm_bh,pm_rh,"pm_rh, gm_bh, gm_sc",3,9,target simple,3,pilot
14,34,filler type b,pm_bh,1,target,bh,pm_bh,gm_rh,ro_rh,"ro_rh, gm_rh, pm_bh",3,1,filler unambiguous,3,pilot
14,35,filler ambiguous,gm_bh,1,target,bh,gm_bh,gm_bh,pm_rh,"pm_rh, gm_bh, gm_bh",2,58,filler ambiguous,2,pilot
14,36,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_sc, gm_bh, pm_rh",1,38,target simple,1,pilot
14,37,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_sc,ro_bh,"ro_bh, pm_sc, gm_rh",3,32,filler unambiguous,3,pilot
14,38,filler type b,pm_rh,1,target,rh,pm_rh,ro_bh,gm_bh,"ro_bh, gm_bh, pm_rh",3,19,filler unambiguous,3,pilot
14,39,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_bh,"gm_bh, pm_rh, pm_rh",2,29,filler ambiguous,3,pilot
14,40,target simple,ro_bh,1,target,bh,ro_bh,gm_bh,pm_rh,"ro_bh, gm_bh, pm_rh",1,22,target simple,1,pilot
14,41,filler type a,gm_bh,1,target,gm,gm_bh,ro_bh,pm_rh,"pm_rh, ro_bh, gm_bh",3,30,filler unambiguous,3,pilot
14,42,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_sc, gm_bh, pm_rh",1,47,target simple,1,pilot
14,43,target complex,pm_rh,1,target,pm,pm_rh,pm_bh,ro_rh,"ro_rh, pm_rh, pm_bh",2,35,target complex,2,pilot
14,44,filler type b,gm_bh,1,target,gm,gm_bh,pm_rh,pm_sc,"gm_bh, pm_sc, pm_rh",1,12,filler unambiguous,1,pilot
14,45,filler type b,pm_rh,1,target,pm,pm_rh,gm_bh,gm_sc,"gm_sc, gm_bh, pm_rh",3,14,filler unambiguous,3,pilot
14,46,filler unambiguous,ro_bh,1,target,bh,ro_bh,pm_sc,gm_rh,"pm_sc, ro_bh, gm_rh",2,52,filler unambiguous,2,pilot
14,47,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"pm_sc, pm_rh, gm_bh",2,34,filler unambiguous,2,pilot
14,48,filler unambiguous,pm_rh,1,target,pm,pm_rh,ro_sc,gm_bh,"gm_bh, ro_sc, pm_rh",3,61,filler unambiguous,3,pilot
14,49,target complex,gm_rh,1,target,gm,gm_rh,gm_bh,ro_rh,"gm_rh, ro_rh, gm_bh",1,3,target complex,1,pilot
15,1,filler type b,gm_rh,1,target,rh,gm_rh,pm_sc,pm_bh,"gm_rh, pm_sc, pm_bh",1,10,filler unambiguous,1,pilot
15,2,target complex,pm_rh,0,competitor,rh,gm_rh,pm_rh,gm_sc,"gm_sc, pm_rh, gm_rh",2,61,target complex,3,pilot
15,3,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_bh,"gm_bh, pm_rh, pm_rh",3,3,filler ambiguous,3,pilot
15,4,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"gm_bh, pm_sc, pm_rh",3,13,filler unambiguous,3,pilot
15,5,target complex,pm_bh,1,target,bh,pm_bh,gm_bh,pm_sc,"pm_bh, pm_sc, gm_bh",1,49,target complex,1,pilot
15,6,filler unambiguous,pm_rh,1,target,rh,pm_rh,gm_sc,ro_bh,"ro_bh, pm_rh, gm_sc",2,30,filler unambiguous,2,pilot
15,7,target complex,gm_bh,1,target,gm,gm_bh,gm_rh,ro_bh,"ro_bh, gm_bh, gm_rh",2,38,target complex,2,pilot
15,8,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"gm_bh, pm_rh, pm_sc",3,45,target simple,3,pilot
15,9,filler ambiguous,gm_bh,1,target,gm,gm_bh,gm_bh,pm_sc,"gm_bh, gm_bh, pm_sc",2,40,filler ambiguous,2,pilot
15,10,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"ro_bh, pm_rh, pm_bh",2,27,filler unambiguous,2,pilot
15,11,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"gm_rh, gm_bh, ro_bh",1,32,filler unambiguous,1,pilot
15,12,target simple,ro_bh,1,target,bh,ro_bh,gm_bh,pm_rh,"gm_bh, pm_rh, ro_bh",3,24,target simple,3,pilot
15,13,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"gm_rh, pm_sc, pm_bh",3,34,filler unambiguous,3,pilot
15,14,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_bh,ro_sc,"pm_bh, gm_rh, ro_sc",2,47,filler unambiguous,2,pilot
15,15,target complex,gm_rh,1,target,gm,gm_rh,gm_bh,ro_rh,"gm_bh, ro_rh, gm_rh",3,41,target complex,3,pilot
15,16,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"ro_rh, gm_rh, gm_bh",3,0,filler unambiguous,3,pilot
15,17,target complex,pm_bh,1,target,pm,pm_bh,pm_rh,ro_bh,"ro_bh, pm_rh, pm_bh",3,2,target complex,3,pilot
15,18,target simple,ro_bh,1,target,bh,ro_bh,pm_bh,gm_rh,"ro_bh, gm_rh, pm_bh",1,43,target simple,1,pilot
15,19,filler unambiguous,ro_bh,1,target,bh,ro_bh,gm_sc,pm_rh,"gm_sc, pm_rh, ro_bh",3,8,filler unambiguous,3,pilot
15,20,filler unambiguous,pm_bh,1,target,bh,pm_bh,ro_sc,gm_rh,"gm_rh, pm_bh, ro_sc",2,64,filler unambiguous,2,pilot
15,21,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"pm_sc, gm_bh, pm_bh",2,26,filler unambiguous,2,pilot
15,22,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"ro_bh, pm_bh, pm_rh",3,51,filler unambiguous,3,pilot
15,23,filler unambiguous,pm_rh,1,target,pm,pm_rh,gm_bh,ro_sc,"gm_bh, pm_rh, ro_sc",2,55,filler unambiguous,2,pilot
15,24,target complex,pm_bh,1,target,bh,pm_bh,gm_bh,pm_sc,"pm_sc, pm_bh, gm_bh",2,33,target complex,2,pilot
15,25,target complex,pm_bh,1,target,pm,pm_bh,pm_rh,ro_bh,"ro_bh, pm_bh, pm_rh",2,22,target complex,2,pilot
15,26,target simple,ro_rh,1,target,rh,ro_rh,gm_rh,pm_bh,"pm_bh, gm_rh, ro_rh",3,46,target simple,3,pilot
15,27,target simple,ro_rh,1,target,rh,ro_rh,gm_rh,pm_bh,"gm_rh, ro_rh, pm_bh",2,58,target simple,2,pilot
15,28,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"gm_rh, pm_sc, pm_bh",2,56,target simple,2,pilot
15,29,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"gm_rh, pm_sc, pm_bh",3,9,filler unambiguous,3,pilot
15,50,filler ambiguous,gm_bh,1,target,gm,gm_bh,gm_bh,pm_sc,"gm_bh, gm_bh, pm_sc",2,16,filler ambiguous,2,pilot
15,51,target complex,pm_bh,1,target,pm,pm_bh,pm_rh,ro_rh,"pm_rh, ro_rh, pm_bh",3,35,target complex,3,pilot
15,52,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_sc,"pm_rh, pm_rh, gm_sc",2,52,filler ambiguous,2,pilot
15,53,filler ambiguous,pm_rh,0,competitor,pm,pm_rh,pm_rh,gm_sc,"gm_sc, pm_rh, pm_rh",2,31,filler ambiguous,3,pilot
15,54,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"pm_bh, pm_rh, ro_rh",1,15,filler unambiguous,1,pilot
15,55,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"gm_rh, ro_bh, gm_bh",1,18,filler unambiguous,1,pilot
15,56,filler type b,gm_rh,1,target,gm,gm_rh,ro_bh,pm_bh,"gm_rh, ro_bh, pm_bh",1,53,filler unambiguous,1,pilot
15,57,target complex,pm_bh,0,competitor,pm,pm_rh,pm_bh,ro_rh,"pm_rh, pm_bh, ro_rh",2,44,target complex,1,pilot
15,58,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_sc,"pm_rh, gm_sc, pm_rh",3,25,filler ambiguous,3,pilot
15,59,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_bh, pm_sc, gm_rh",2,17,target simple,2,pilot
15,60,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"gm_bh, pm_bh, pm_sc",1,20,filler unambiguous,1,pilot
15,61,filler type c,pm_rh,1,target,pm,pm_rh,gm_rh,gm_sc,"gm_rh, gm_sc, pm_rh",3,63,filler unambiguous,3,pilot
15,62,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"pm_bh, pm_rh, ro_rh",1,14,filler unambiguous,1,pilot
15,63,target complex,gm_bh,1,target,gm,gm_bh,gm_rh,ro_bh,"ro_bh, gm_bh, gm_rh",2,57,target complex,2,pilot
15,64,filler type a,gm_rh,1,target,gm,gm_rh,ro_rh,pm_bh,"ro_rh, pm_bh, gm_rh",3,28,filler unambiguous,3,pilot
15,65,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"gm_bh, ro_rh, gm_rh",1,54,filler unambiguous,1,pilot
15,66,filler unambiguous,gm_bh,1,target,gm,gm_bh,ro_sc,pm_rh,"gm_bh, ro_sc, pm_rh",1,1,filler unambiguous,1,pilot
15,30,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_sc, pm_bh, gm_rh",1,6,target simple,1,pilot
15,31,filler ambiguous,pm_rh,0,competitor,pm,pm_rh,pm_rh,gm_bh,"pm_rh, pm_rh, gm_bh",2,59,filler ambiguous,1,pilot
15,32,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"ro_rh, pm_rh, pm_bh",3,21,filler unambiguous,3,pilot
15,33,target simple,gm_sc,1,target,gm,gm_sc,gm_bh,pm_rh,"gm_sc, gm_bh, pm_rh",1,60,target simple,1,pilot
15,34,filler type b,pm_bh,1,target,bh,pm_bh,gm_rh,ro_rh,"ro_rh, pm_bh, gm_rh",2,12,filler unambiguous,2,pilot
15,35,filler ambiguous,gm_bh,0,competitor,bh,gm_bh,gm_bh,pm_rh,"gm_bh, gm_bh, pm_rh",2,65,filler ambiguous,1,pilot
15,36,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_sc, pm_rh, gm_bh",1,50,target simple,1,pilot
15,37,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_sc,ro_bh,"gm_rh, ro_bh, pm_sc",1,36,filler unambiguous,1,pilot
15,38,filler type b,pm_rh,1,target,rh,pm_rh,ro_bh,gm_bh,"pm_rh, gm_bh, ro_bh",1,23,filler unambiguous,1,pilot
15,39,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_bh,"pm_rh, pm_rh, gm_bh",2,29,filler ambiguous,1,pilot
15,40,target simple,ro_bh,1,target,bh,ro_bh,gm_bh,pm_rh,"ro_bh, pm_rh, gm_bh",1,39,target simple,1,pilot
15,41,filler type a,gm_bh,1,target,gm,gm_bh,ro_bh,pm_rh,"gm_bh, ro_bh, pm_rh",1,5,filler unambiguous,1,pilot
15,42,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"gm_bh, pm_sc, pm_rh",2,42,target simple,2,pilot
15,43,target complex,pm_bh,0,competitor,pm,pm_rh,pm_bh,ro_rh,"pm_bh, ro_rh, pm_rh",1,62,target complex,3,pilot
15,44,filler type b,gm_bh,1,target,gm,gm_bh,pm_rh,pm_sc,"pm_rh, gm_bh, pm_sc",2,7,filler unambiguous,2,pilot
15,45,filler type b,gm_sc,0,distractor,pm,pm_rh,gm_bh,gm_sc,"gm_sc, gm_bh, pm_rh",1,19,filler unambiguous,3,pilot
15,46,filler unambiguous,ro_bh,1,target,bh,ro_bh,pm_sc,gm_rh,"ro_bh, gm_rh, pm_sc",1,4,filler unambiguous,1,pilot
15,47,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"pm_sc, gm_bh, pm_rh",3,48,filler unambiguous,3,pilot
15,48,filler unambiguous,pm_rh,1,target,pm,pm_rh,ro_sc,gm_bh,"gm_bh, ro_sc, pm_rh",3,37,filler unambiguous,3,pilot
15,49,target complex,gm_bh,0,competitor,gm,gm_rh,gm_bh,ro_rh,"ro_rh, gm_bh, gm_rh",2,11,target complex,3,pilot
17,1,filler type b,gm_rh,1,target,rh,gm_rh,pm_sc,pm_bh,"pm_bh, pm_sc, gm_rh",3,30,filler unambiguous,3,pilot
17,2,target complex,gm_sc,0,distractor,rh,gm_rh,pm_rh,gm_sc,"gm_sc, pm_rh, gm_rh",1,50,target complex,3,pilot
17,3,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_bh,"pm_rh, gm_bh, pm_rh",3,31,filler ambiguous,3,pilot
17,4,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"pm_rh, gm_bh, pm_sc",1,63,filler unambiguous,1,pilot
17,5,target complex,pm_bh,1,target,bh,pm_bh,gm_bh,pm_sc,"pm_sc, pm_bh, gm_bh",2,3,target complex,2,pilot
17,6,filler unambiguous,pm_rh,1,target,rh,pm_rh,gm_sc,ro_bh,"gm_sc, ro_bh, pm_rh",3,62,filler unambiguous,3,pilot
17,7,target complex,ro_bh,0,distractor,gm,gm_bh,gm_rh,ro_bh,"gm_bh, ro_bh, gm_rh",2,65,target complex,1,pilot
17,8,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"gm_bh, pm_sc, pm_rh",2,14,target simple,2,pilot
17,9,filler ambiguous,pm_sc,0,competitor,gm,gm_bh,gm_bh,pm_sc,"pm_sc, gm_bh, gm_bh",1,58,filler ambiguous,2,pilot
17,10,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"ro_bh, pm_rh, pm_bh",2,4,filler unambiguous,2,pilot
17,11,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"ro_bh, gm_rh, gm_bh",2,17,filler unambiguous,2,pilot
17,12,target simple,ro_bh,1,target,bh,ro_bh,gm_bh,pm_rh,"pm_rh, gm_bh, ro_bh",3,10,target simple,3,pilot
17,13,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"gm_rh, pm_sc, pm_bh",3,49,filler unambiguous,3,pilot
17,14,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_bh,ro_sc,"ro_sc, gm_rh, pm_bh",2,60,filler unambiguous,2,pilot
17,15,target complex,ro_rh,0,distractor,gm,gm_rh,gm_bh,ro_rh,"ro_rh, gm_bh, gm_rh",1,64,target complex,3,pilot
17,16,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"gm_bh, ro_rh, gm_rh",1,21,filler unambiguous,1,pilot
17,17,target complex,ro_bh,0,distractor,pm,pm_bh,pm_rh,ro_bh,"pm_bh, ro_bh, pm_rh",2,39,target complex,1,pilot
17,18,target simple,ro_bh,1,target,bh,ro_bh,pm_bh,gm_rh,"gm_rh, ro_bh, pm_bh",2,8,target simple,2,pilot
17,19,filler unambiguous,ro_bh,1,target,bh,ro_bh,gm_sc,pm_rh,"ro_bh, gm_sc, pm_rh",1,43,filler unambiguous,1,pilot
17,20,filler unambiguous,pm_bh,1,target,bh,pm_bh,ro_sc,gm_rh,"ro_sc, gm_rh, pm_bh",3,48,filler unambiguous,3,pilot
17,21,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"pm_bh, pm_sc, gm_bh",3,26,filler unambiguous,3,pilot
17,22,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"pm_bh, pm_rh, ro_bh",2,23,filler unambiguous,2,pilot
17,23,filler unambiguous,pm_rh,1,target,pm,pm_rh,gm_bh,ro_sc,"ro_sc, pm_rh, gm_bh",2,42,filler unambiguous,2,pilot
17,24,target complex,pm_sc,0,distractor,bh,pm_bh,gm_bh,pm_sc,"gm_bh, pm_bh, pm_sc",3,53,target complex,2,pilot
17,25,target complex,ro_bh,0,distractor,pm,pm_bh,pm_rh,ro_bh,"pm_bh, pm_rh, ro_bh",3,52,target complex,1,pilot
17,26,target simple,ro_rh,1,target,rh,ro_rh,gm_rh,pm_bh,"gm_rh, ro_rh, pm_bh",2,41,target simple,2,pilot
17,27,target simple,ro_rh,1,target,rh,ro_rh,gm_rh,pm_bh,"pm_bh, gm_rh, ro_rh",3,19,target simple,3,pilot
17,28,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_bh, gm_rh, pm_sc",3,34,target simple,3,pilot
17,29,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"pm_bh, pm_sc, gm_rh",1,13,filler unambiguous,1,pilot
17,50,filler ambiguous,gm_bh,0,competitor,gm,gm_bh,gm_bh,pm_sc,"gm_bh, pm_sc, gm_bh",3,20,filler ambiguous,1,pilot
17,51,target complex,ro_rh,0,distractor,pm,pm_bh,pm_rh,ro_rh,"ro_rh, pm_rh, pm_bh",1,36,target complex,3,pilot
17,52,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_sc,"pm_rh, gm_sc, pm_rh",3,9,filler ambiguous,1,pilot
17,53,filler ambiguous,pm_rh,0,competitor,pm,pm_rh,pm_rh,gm_sc,"gm_sc, pm_rh, pm_rh",3,22,filler ambiguous,2,pilot
17,54,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"ro_rh, pm_rh, pm_bh",3,35,filler unambiguous,3,pilot
17,55,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"ro_bh, gm_rh, gm_bh",2,24,filler unambiguous,2,pilot
17,56,filler type b,gm_rh,1,target,gm,gm_rh,ro_bh,pm_bh,"pm_bh, gm_rh, ro_bh",2,28,filler unambiguous,2,pilot
17,57,target complex,ro_rh,0,distractor,pm,pm_rh,pm_bh,ro_rh,"pm_bh, ro_rh, pm_rh",2,59,target complex,3,pilot
17,58,filler ambiguous,gm_sc,0,distractor,rh,pm_rh,pm_rh,gm_sc,"pm_rh, pm_rh, gm_sc",3,61,filler ambiguous,1,pilot
17,59,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_sc, gm_rh, pm_bh",1,7,target simple,1,pilot
17,60,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"gm_bh, pm_sc, pm_bh",1,6,filler unambiguous,1,pilot
17,61,filler type c,pm_rh,1,target,pm,pm_rh,gm_rh,gm_sc,"pm_rh, gm_sc, gm_rh",1,46,filler unambiguous,1,pilot
17,62,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"pm_bh, ro_rh, pm_rh",1,37,filler unambiguous,1,pilot
17,63,target complex,ro_bh,0,distractor,gm,gm_bh,gm_rh,ro_bh,"gm_rh, gm_bh, ro_bh",3,54,target complex,2,pilot
17,64,filler type a,gm_rh,1,target,gm,gm_rh,ro_rh,pm_bh,"pm_bh, gm_rh, ro_rh",2,18,filler unambiguous,2,pilot
17,65,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"ro_rh, gm_rh, gm_bh",3,38,filler unambiguous,3,pilot
17,66,filler unambiguous,gm_bh,1,target,gm,gm_bh,ro_sc,pm_rh,"ro_sc, pm_rh, gm_bh",3,44,filler unambiguous,3,pilot
17,30,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_sc, gm_rh, pm_bh",1,0,target simple,1,pilot
17,31,filler ambiguous,pm_rh,0,competitor,pm,pm_rh,pm_rh,gm_bh,"pm_rh, gm_bh, pm_rh",3,12,filler ambiguous,1,pilot
17,32,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"pm_bh, ro_rh, pm_rh",1,57,filler unambiguous,1,pilot
17,33,target simple,gm_sc,1,target,gm,gm_sc,gm_bh,pm_rh,"gm_bh, pm_rh, gm_sc",3,16,target simple,3,pilot
17,34,filler type b,pm_bh,1,target,bh,pm_bh,gm_rh,ro_rh,"ro_rh, gm_rh, pm_bh",3,15,filler unambiguous,3,pilot
17,35,filler ambiguous,gm_bh,1,target,bh,gm_bh,gm_bh,pm_rh,"gm_bh, pm_rh, gm_bh",1,5,filler ambiguous,1,pilot
17,36,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_rh, gm_bh, pm_sc",3,47,target simple,3,pilot
17,37,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_sc,ro_bh,"gm_rh, ro_bh, pm_sc",1,51,filler unambiguous,1,pilot
17,38,filler type b,pm_rh,1,target,rh,pm_rh,ro_bh,gm_bh,"gm_bh, pm_rh, ro_bh",2,1,filler unambiguous,2,pilot
17,39,filler ambiguous,gm_bh,0,competitor,rh,pm_rh,pm_rh,gm_bh,"gm_bh, pm_rh, pm_rh",1,40,filler ambiguous,2,pilot
17,40,target simple,ro_bh,1,target,bh,ro_bh,gm_bh,pm_rh,"gm_bh, pm_rh, ro_bh",3,27,target simple,3,pilot
17,41,filler type a,gm_bh,1,target,gm,gm_bh,ro_bh,pm_rh,"ro_bh, pm_rh, gm_bh",3,29,filler unambiguous,3,pilot
17,42,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"gm_bh, pm_rh, pm_sc",3,32,target simple,3,pilot
17,43,target complex,ro_rh,0,distractor,pm,pm_rh,pm_bh,ro_rh,"pm_rh, ro_rh, pm_bh",2,45,target complex,1,pilot
17,44,filler type b,gm_bh,1,target,gm,gm_bh,pm_rh,pm_sc,"pm_rh, gm_bh, pm_sc",2,56,filler unambiguous,2,pilot
17,45,filler type b,pm_rh,1,target,pm,pm_rh,gm_bh,gm_sc,"gm_sc, pm_rh, gm_bh",2,2,filler unambiguous,2,pilot
17,46,filler unambiguous,ro_bh,1,target,bh,ro_bh,pm_sc,gm_rh,"pm_sc, gm_rh, ro_bh",3,11,filler unambiguous,3,pilot
17,47,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"pm_sc, gm_bh, pm_rh",3,25,filler unambiguous,3,pilot
17,48,filler unambiguous,pm_rh,1,target,pm,pm_rh,ro_sc,gm_bh,"ro_sc, pm_rh, gm_bh",2,33,filler unambiguous,2,pilot
17,49,target complex,ro_rh,0,distractor,gm,gm_rh,gm_bh,ro_rh,"gm_rh, ro_rh, gm_bh",2,55,target complex,1,pilot
20,1,filler type b,gm_rh,1,target,rh,gm_rh,pm_sc,pm_bh,"pm_bh, pm_sc, gm_rh",3,30,filler unambiguous,3,pilot
20,2,target complex,gm_rh,1,target,rh,gm_rh,pm_rh,gm_sc,"gm_sc, pm_rh, gm_rh",3,15,target complex,3,pilot
20,3,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_bh,"gm_bh, pm_rh, pm_rh",3,37,filler ambiguous,3,pilot
20,4,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"pm_rh, gm_bh, pm_sc",1,41,filler unambiguous,1,pilot
20,5,target complex,pm_bh,1,target,bh,pm_bh,gm_bh,pm_sc,"pm_sc, pm_bh, gm_bh",2,6,target complex,2,pilot
20,6,filler unambiguous,pm_rh,1,target,rh,pm_rh,gm_sc,ro_bh,"gm_sc, ro_bh, pm_rh",3,49,filler unambiguous,3,pilot
20,7,target complex,gm_rh,0,competitor,gm,gm_bh,gm_rh,ro_bh,"ro_bh, gm_bh, gm_rh",3,16,target complex,2,pilot
20,8,target simple,pm_rh,0,competitor,pm,pm_sc,pm_rh,gm_bh,"pm_rh, pm_sc, gm_bh",1,53,target simple,2,pilot
20,9,filler ambiguous,gm_bh,1,target,gm,gm_bh,gm_bh,pm_sc,"gm_bh, pm_sc, gm_bh",3,8,filler ambiguous,3,pilot
20,10,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"ro_bh, pm_bh, pm_rh",3,35,filler unambiguous,3,pilot
20,11,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"ro_bh, gm_bh, gm_rh",3,60,filler unambiguous,3,pilot
20,12,target simple,gm_bh,0,competitor,bh,ro_bh,gm_bh,pm_rh,"ro_bh, gm_bh, pm_rh",2,19,target simple,1,pilot
20,13,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"pm_bh, gm_rh, pm_sc",1,21,filler unambiguous,1,pilot
20,14,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_bh,ro_sc,"pm_bh, ro_sc, gm_rh",3,25,filler unambiguous,3,pilot
20,15,target complex,gm_rh,1,target,gm,gm_rh,gm_bh,ro_rh,"gm_bh, gm_rh, ro_rh",2,39,target complex,2,pilot
20,16,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"gm_bh, gm_rh, ro_rh",1,42,filler unambiguous,1,pilot
20,17,target complex,pm_rh,0,competitor,pm,pm_bh,pm_rh,ro_bh,"pm_bh, pm_rh, ro_bh",2,36,target complex,1,pilot
20,18,target simple,pm_bh,0,competitor,bh,ro_bh,pm_bh,gm_rh,"ro_bh, pm_bh, gm_rh",2,34,target simple,1,pilot
